TransactionID,Timestamp,SenderName,SenderAccount,ReceiverName,ReceiverAccount,Amount,PaymentMethod,TransactionType,IsFraud
TXN108575,2025-04-03 16:46:47,Hina Ayesha,Askari Bank-32317875,Mehdi Ayesha,UBL-34252873,98545.25,Easypaisa,Money Transfer,0
TXN108576,2025-03-29 10:14:44,Hassan Ayesha,Askari Bank-14309048,Hina Nida,HBL-18132901,78770.77,JazzCash,Deposit,0
TXN108577,2025-02-13 16:52:32,Hassan Mehdi,MCB-70901790,Tariq Hassan,Meezan Bank-37458991,78064.81,Easypaisa,Bill Payment,0
TXN108578,2025-06-28 13:04:59,Tariq Hina,Bank Alfalah-78975506,Bilal Usman,UBL-71088167,83479.36,HBL Konnect,Money Transfer,0
TXN108579,2025-07-24 22:36:44,Saad Hassan,HBL-51182942,Ali Zara,MCB-54910965,44447.47,UBL Omni,Bill Payment,0
TXN108580,2025-04-26 20:31:50,Mehdi Ahmed,Bank Alfalah-54524391,Amna Saad,Askari Bank-66464869,1895.99,Easypaisa,Bill Payment,0
TXN108581,2025-05-31 10:45:24,Bilal Khan,Faysal Bank-97736455,Zara Ayesha,Bank Alfalah-53334817,85969.66,HBL Konnect,Deposit,0
TXN108582,2025-06-25 21:39:10,Khan Zain,Meezan Bank-43641207,Mehdi Ayesha,HBL-34279913,61245.65,JazzCash,Cash Withdrawal,0
TXN108583,2025-05-26 23:51:17,Nida Mehdi,Meezan Bank-33607767,Hina Ali,UBL-47451263,31640.0,Bank Transfer,Money Transfer,0
TXN108584,2025-04-16 10:07:26,Ahmed Saad,Faysal Bank-33837688,Shahid Saad,Bank Alfalah-51425911,39899.69,Easypaisa,Loan Repayment,0
TXN108585,2025-07-19 15:21:39,Noman Tariq,MCB-54007616,Usman Nida,Sindh Bank-78148693,22345.42,HBL Konnect,Deposit,0
TXN108586,2025-02-13 01:39:05,Usman Ayesha,Faysal Bank-29023258,Imran Ayesha,HBL-53988610,77703.89,UBL Omni,Cash Withdrawal,0
TXN108587,2025-06-15 09:58:34,Saad Ahmed,Askari Bank-76710506,Ali Ali,HBL-57009418,15062.36,UBL Omni,Bill Payment,0
TXN108588,2025-05-20 13:40:53,Tariq Imran,Meezan Bank-12438760,Tariq Zara,Bank Alfalah-47134181,62292.55,UBL Omni,Cash Withdrawal,0
TXN108589,2025-03-15 12:43:12,Shahid Ayesha,MCB-13272534,Bilal Khan,MCB-36619626,66910.12,JazzCash,Cash Withdrawal,0
TXN108590,2025-02-03 01:14:52,Tariq Ayesha,Bank Alfalah-44288225,Ahmed Ali,Sindh Bank-72362078,73464.24,JazzCash,Money Transfer,0
TXN108591,2025-05-28 00:29:25,Ahmed Noman,HBL-57717127,Ahmed Tariq,Sindh Bank-77632404,48743.46,Easypaisa,Loan Repayment,0
TXN108592,2025-04-27 18:06:04,Shahid Ayesha,HBL-15803538,Khan Nida,Bank Alfalah-24424366,77396.54,JazzCash,Cash Withdrawal,0
TXN108593,2025-03-26 16:53:21,Ayesha Imran,Askari Bank-64793391,Ahmed Zara,Askari Bank-45157402,84586.21,HBL Konnect,Bill Payment,0
TXN108594,2025-07-02 14:24:14,Noman Ahmed,Faysal Bank-46747897,Yasir Fatima,HBL-27736169,4060.19,JazzCash,Deposit,1
TXN108595,2025-04-17 23:50:42,Saad Yasir,MCB-51227147,Hina Hina,Askari Bank-25335233,67633.72,Bank Transfer,Cash Withdrawal,0
TXN108596,2025-07-10 18:46:57,Mehdi Hina,Faysal Bank-84040553,Zara Ahmed,Askari Bank-27748799,67769.0,Easypaisa,Loan Repayment,0
TXN108597,2025-02-13 08:22:17,Saad Nida,Meezan Bank-84793704,Amna Shahid,Faysal Bank-38388047,62841.36,JazzCash,Money Transfer,0
TXN108598,2025-03-25 21:59:36,Ali Mehdi,HBL-20764303,Hina Nida,UBL-94504506,48458.57,JazzCash,Cash Withdrawal,0
TXN108599,2025-02-07 13:27:15,Shahid Zain,Askari Bank-71229561,Shahid Ayesha,Faysal Bank-69667987,53094.43,JazzCash,Deposit,0
TXN108600,2025-05-26 21:06:46,Zain Usman,HBL-12327502,Bilal Khan,Meezan Bank-90511000,67129.12,Bank Transfer,Deposit,0
TXN108601,2025-03-26 11:05:32,Ali Bilal,Faysal Bank-29549859,Bilal Ali,MCB-58258548,64665.37,Easypaisa,Loan Repayment,0
TXN108602,2025-02-23 16:56:34,Amna Yasir,MCB-15651297,Zara Noman,Faysal Bank-51864601,44159.82,UBL Omni,Loan Repayment,0
TXN108603,2025-02-13 22:03:20,Hina Zara,MCB-10968745,Fatima Noman,Askari Bank-70495989,52209.92,UBL Omni,Money Transfer,0
TXN108604,2025-06-01 23:26:08,Amna Noman,UBL-18401981,Shahid Shahid,HBL-33219626,51930.86,JazzCash,Loan Repayment,0
TXN108605,2025-02-11 14:19:00,Bilal Amna,Faysal Bank-49560913,Shahid Imran,Meezan Bank-18585459,42938.44,UBL Omni,Money Transfer,0
TXN108606,2025-06-25 11:16:08,Usman Hina,Askari Bank-26765374,Mehdi Saad,HBL-97906640,26957.89,Bank Transfer,Loan Repayment,0
TXN108607,2025-05-06 19:04:19,Zain Ahmed,Sindh Bank-96115354,Ayesha Hassan,UBL-56990844,46751.43,UBL Omni,Deposit,0
TXN108608,2025-04-24 02:26:34,Khan Bilal,Bank Alfalah-42968686,Shahid Amna,Faysal Bank-68698532,15518.71,HBL Konnect,Money Transfer,0
TXN108609,2025-03-15 08:34:29,Mehdi Hassan,MCB-71904025,Fatima Amna,UBL-87682172,87956.96,UBL Omni,Deposit,0
TXN108610,2025-03-31 20:58:43,Mehdi Hina,UBL-47333776,Ali Mehdi,Sindh Bank-85343895,31338.13,Bank Transfer,Bill Payment,0
TXN108611,2025-02-12 08:21:36,Saad Nida,Sindh Bank-97025691,Tariq Amna,Bank Alfalah-58253282,85764.81,Bank Transfer,Cash Withdrawal,0
TXN108612,2025-06-16 17:38:55,Saad Zara,Sindh Bank-63628874,Shahid Hina,MCB-35245075,62473.33,HBL Konnect,Loan Repayment,0
TXN108613,2025-06-19 18:38:40,Hassan Mehdi,Meezan Bank-18067946,Imran Noman,HBL-21134033,63022.83,Easypaisa,Cash Withdrawal,0
TXN108614,2025-01-27 20:49:45,Nida Usman,MCB-99901067,Mehdi Mehdi,Faysal Bank-34292595,67206.61,UBL Omni,Loan Repayment,0
TXN108615,2025-03-15 09:33:36,Mehdi Nida,Meezan Bank-61737298,Saad Zain,Askari Bank-34957588,69586.12,Easypaisa,Money Transfer,0
TXN108616,2025-07-13 08:45:52,Zain Usman,Faysal Bank-18265374,Imran Yasir,MCB-44948881,6903.26,JazzCash,Deposit,0
TXN108617,2025-02-09 08:00:35,Fatima Bilal,Meezan Bank-28997510,Nida Amna,Faysal Bank-40029479,67676.79,UBL Omni,Deposit,0
TXN108618,2025-05-01 18:43:35,Hina Ayesha,Meezan Bank-18038661,Tariq Ahmed,UBL-78231590,98602.5,Easypaisa,Money Transfer,0
TXN108619,2025-04-18 15:05:11,Amna Mehdi,Bank Alfalah-69605720,Bilal Noman,Meezan Bank-67806562,36052.09,UBL Omni,Money Transfer,0
TXN108620,2025-06-16 21:58:29,Ahmed Hina,Meezan Bank-32805600,Fatima Ahmed,UBL-65303568,94723.12,UBL Omni,Cash Withdrawal,0
TXN108621,2025-07-23 06:38:29,Amna Zain,Meezan Bank-88156673,Ali Ayesha,Meezan Bank-16149704,65028.61,HBL Konnect,Loan Repayment,0
TXN108622,2025-03-03 05:31:26,Nida Shahid,MCB-39339765,Hina Shahid,Faysal Bank-86030110,13975.11,Easypaisa,Money Transfer,0
TXN108623,2025-02-09 16:22:56,Nida Ahmed,MCB-28725745,Noman Noman,Askari Bank-68779387,79676.71,Easypaisa,Cash Withdrawal,0
TXN108624,2025-02-12 03:39:39,Saad Ahmed,MCB-49373376,Hina Bilal,Sindh Bank-26858978,90067.06,UBL Omni,Bill Payment,0
TXN108625,2025-07-10 10:20:09,Hassan Mehdi,MCB-37423206,Hassan Fatima,Meezan Bank-91145329,37324.83,Bank Transfer,Cash Withdrawal,0
TXN108626,2025-03-24 18:14:02,Zara Zain,UBL-90563936,Bilal Khan,Askari Bank-29239768,37007.23,Easypaisa,Cash Withdrawal,0
TXN108627,2025-03-22 13:53:56,Fatima Imran,Sindh Bank-22019155,Khan Yasir,UBL-60773358,21361.31,Bank Transfer,Cash Withdrawal,0
TXN108628,2025-05-21 14:52:35,Shahid Mehdi,HBL-21877640,Tariq Shahid,Sindh Bank-93490143,72483.91,Easypaisa,Deposit,0
TXN108629,2025-06-02 12:30:29,Amna Khan,Meezan Bank-20084827,Mehdi Ali,Faysal Bank-33863337,43685.19,Bank Transfer,Loan Repayment,0
TXN108630,2025-04-03 19:48:56,Shahid Tariq,Sindh Bank-77755687,Yasir Ali,Askari Bank-93769271,6699.63,Easypaisa,Cash Withdrawal,0
TXN108631,2025-05-06 03:38:48,Zara Nida,UBL-31863287,Mehdi Zara,Meezan Bank-34484052,9173.93,JazzCash,Deposit,0
TXN108632,2025-04-02 14:18:59,Nida Ahmed,MCB-66951930,Ali Ali,UBL-61233588,13691.95,Easypaisa,Loan Repayment,0
TXN108633,2025-05-22 09:49:33,Zain Shahid,Faysal Bank-47432745,Ali Shahid,Sindh Bank-46253916,39056.72,Bank Transfer,Bill Payment,0
TXN108634,2025-07-26 00:27:40,Fatima Ayesha,Faysal Bank-20537991,Ali Bilal,UBL-83905699,6917.44,Easypaisa,Bill Payment,0
TXN108635,2025-07-25 16:50:57,Hassan Khan,UBL-40740783,Imran Ahmed,UBL-89604155,92439.61,UBL Omni,Money Transfer,0
TXN108636,2025-02-26 08:55:38,Yasir Ayesha,Askari Bank-14944603,Usman Bilal,Bank Alfalah-28175999,69261.97,UBL Omni,Deposit,0
TXN108637,2025-04-25 21:24:20,Ali Zain,Sindh Bank-26569421,Bilal Zain,MCB-63013687,75466.19,Easypaisa,Deposit,0
TXN108638,2025-07-14 23:03:47,Nida Fatima,Bank Alfalah-47771408,Ayesha Bilal,Sindh Bank-41273898,10126.38,Easypaisa,Cash Withdrawal,0
TXN108639,2025-03-04 14:32:21,Usman Fatima,UBL-70735423,Noman Hassan,HBL-55055915,4255.23,Easypaisa,Bill Payment,0
TXN108640,2025-06-18 14:47:43,Noman Zara,Meezan Bank-14257319,Noman Shahid,MCB-49210814,61370.92,JazzCash,Money Transfer,0
TXN108641,2025-03-05 18:31:07,Nida Khan,Faysal Bank-45094748,Saad Usman,Askari Bank-24792076,50617.66,Easypaisa,Deposit,0
TXN108642,2025-03-28 21:11:51,Yasir Hina,UBL-41199464,Shahid Khan,MCB-41760406,27840.25,JazzCash,Deposit,0
TXN108643,2025-05-06 18:04:00,Mehdi Hina,HBL-32557060,Fatima Noman,HBL-50047260,48307.4,JazzCash,Loan Repayment,0
TXN108644,2025-02-11 02:34:03,Amna Mehdi,Meezan Bank-84145445,Ali Ahmed,Askari Bank-99928490,41002.21,JazzCash,Bill Payment,0
TXN108645,2025-05-07 18:44:45,Ahmed Tariq,Sindh Bank-68792574,Tariq Imran,Faysal Bank-82770599,26035.04,UBL Omni,Bill Payment,0
TXN108646,2025-05-29 14:35:57,Nida Tariq,Bank Alfalah-61892176,Yasir Zara,Sindh Bank-21713891,22833.3,UBL Omni,Bill Payment,0
TXN108647,2025-02-16 04:19:36,Yasir Noman,Sindh Bank-56823281,Bilal Mehdi,Askari Bank-96870709,58228.12,UBL Omni,Loan Repayment,0
TXN108648,2025-07-10 15:54:43,Ali Zain,Askari Bank-82870590,Imran Bilal,UBL-28807960,50907.34,UBL Omni,Cash Withdrawal,0
TXN108649,2025-07-03 12:34:06,Hassan Tariq,Meezan Bank-80892200,Fatima Hina,MCB-38876754,86827.18,UBL Omni,Money Transfer,0
TXN108650,2025-06-28 16:00:47,Hina Usman,Meezan Bank-97189724,Zain Ayesha,UBL-46788190,61159.81,Bank Transfer,Deposit,1
TXN108651,2025-04-22 20:51:57,Hassan Zara,HBL-37528301,Hassan Usman,Faysal Bank-47160719,27306.11,UBL Omni,Deposit,0
TXN108652,2025-05-14 03:13:20,Khan Khan,Askari Bank-21448313,Amna Noman,Sindh Bank-51144140,16257.67,Bank Transfer,Bill Payment,0
TXN108653,2025-07-09 02:48:56,Usman Fatima,MCB-80853319,Khan Khan,MCB-24988632,36942.82,Easypaisa,Money Transfer,0
TXN108654,2025-04-04 01:57:18,Ayesha Khan,Sindh Bank-47483701,Hina Nida,Faysal Bank-76751764,79546.75,UBL Omni,Money Transfer,0
TXN108655,2025-06-03 21:56:11,Hassan Tariq,Sindh Bank-61559602,Nida Mehdi,MCB-84546576,94901.93,Bank Transfer,Cash Withdrawal,0
TXN108656,2025-03-07 10:27:42,Ali Tariq,MCB-73026756,Amna Tariq,Faysal Bank-82695289,55589.81,JazzCash,Deposit,0
TXN108657,2025-03-31 16:48:00,Saad Ayesha,UBL-42426796,Usman Tariq,Sindh Bank-80895530,56019.06,JazzCash,Cash Withdrawal,0
TXN108658,2025-06-14 16:25:33,Bilal Tariq,UBL-79555506,Khan Khan,Askari Bank-96301473,27528.88,Easypaisa,Bill Payment,0
TXN108659,2025-03-02 08:30:53,Hina Ali,Bank Alfalah-29039264,Usman Ahmed,Faysal Bank-73701883,24958.36,JazzCash,Deposit,0
TXN108660,2025-06-29 08:01:40,Bilal Shahid,Askari Bank-65336869,Shahid Mehdi,Askari Bank-39055183,71873.29,Easypaisa,Money Transfer,0
TXN108661,2025-07-09 18:13:45,Amna Nida,MCB-68876363,Hina Fatima,Faysal Bank-71313704,50494.38,Bank Transfer,Cash Withdrawal,0
TXN108662,2025-06-09 16:58:17,Mehdi Tariq,HBL-77286695,Fatima Noman,Meezan Bank-89515742,27849.99,Easypaisa,Deposit,0
TXN108663,2025-05-28 09:20:46,Usman Hassan,Askari Bank-75883844,Khan Zain,Bank Alfalah-99709603,6768.41,UBL Omni,Cash Withdrawal,0
TXN108664,2025-04-23 18:38:42,Hina Mehdi,Meezan Bank-18956185,Yasir Hassan,Bank Alfalah-47338207,7136.54,UBL Omni,Cash Withdrawal,0
TXN108665,2025-04-22 04:34:18,Hina Hina,Askari Bank-29876396,Zain Amna,UBL-31900260,25549.37,Easypaisa,Cash Withdrawal,0
TXN108666,2025-07-27 09:42:27,Saad Noman,UBL-82426881,Tariq Usman,MCB-20150542,69948.24,UBL Omni,Bill Payment,0
TXN108667,2025-04-21 20:58:34,Ali Amna,Bank Alfalah-66957806,Usman Amna,UBL-11451445,51257.0,JazzCash,Loan Repayment,0
TXN108668,2025-06-15 00:16:32,Ahmed Amna,Meezan Bank-77423716,Imran Saad,Askari Bank-96015262,48958.71,Easypaisa,Cash Withdrawal,0
TXN108669,2025-03-02 10:27:20,Fatima Noman,Askari Bank-44492319,Shahid Noman,MCB-25012254,94878.87,HBL Konnect,Bill Payment,0
TXN108670,2025-04-17 09:47:24,Hassan Nida,Askari Bank-57375716,Bilal Zain,HBL-27753301,92107.16,JazzCash,Bill Payment,0
TXN108671,2025-02-12 01:57:30,Fatima Yasir,Sindh Bank-93318973,Yasir Ayesha,Bank Alfalah-39100845,83330.95,Easypaisa,Money Transfer,0
TXN108672,2025-06-05 06:52:48,Mehdi Shahid,UBL-92160960,Ayesha Mehdi,UBL-62502834,78730.29,HBL Konnect,Money Transfer,0
TXN108673,2025-03-17 02:10:46,Fatima Fatima,UBL-52890604,Saad Ayesha,Bank Alfalah-11184134,99214.85,HBL Konnect,Bill Payment,0
TXN108674,2025-07-16 18:41:35,Amna Zara,Bank Alfalah-97873365,Nida Ali,Meezan Bank-96212432,59760.65,Bank Transfer,Deposit,1
TXN108675,2025-03-25 10:48:41,Yasir Nida,Askari Bank-29168273,Yasir Yasir,HBL-89935607,76423.63,HBL Konnect,Deposit,0
TXN108676,2025-07-27 08:01:21,Amna Hina,MCB-41590965,Khan Ali,Askari Bank-91887619,44554.61,HBL Konnect,Money Transfer,0
TXN108677,2025-05-20 14:05:49,Zain Hassan,UBL-16410657,Mehdi Ali,HBL-29407034,9678.02,JazzCash,Loan Repayment,0
TXN108678,2025-07-27 02:32:56,Yasir Nida,HBL-38588952,Ayesha Ahmed,Meezan Bank-58279532,69816.68,Easypaisa,Money Transfer,0
TXN108679,2025-04-06 14:30:24,Zara Ali,MCB-36385292,Shahid Khan,UBL-41869664,88745.89,Bank Transfer,Cash Withdrawal,0
TXN108680,2025-05-15 15:22:39,Imran Shahid,Meezan Bank-77322664,Ayesha Amna,Faysal Bank-33856617,46061.71,Bank Transfer,Deposit,0
TXN108681,2025-07-19 07:48:54,Zain Usman,Faysal Bank-53618462,Hina Mehdi,HBL-82754265,48368.06,Easypaisa,Cash Withdrawal,0
TXN108682,2025-03-06 03:21:22,Tariq Zain,UBL-62320941,Saad Ali,HBL-76057855,45335.17,UBL Omni,Money Transfer,0
TXN108683,2025-02-26 20:36:27,Ali Khan,HBL-95378333,Hassan Zain,Meezan Bank-92716625,26804.41,Bank Transfer,Cash Withdrawal,0
TXN108684,2025-05-03 00:30:40,Yasir Khan,Askari Bank-23856276,Fatima Yasir,Bank Alfalah-18507461,1078.05,Bank Transfer,Bill Payment,0
TXN108685,2025-06-04 23:08:50,Hina Ali,Sindh Bank-47256660,Nida Ayesha,UBL-40403219,88306.72,HBL Konnect,Cash Withdrawal,0
TXN108686,2025-07-21 10:58:09,Usman Imran,Meezan Bank-75218059,Bilal Ayesha,Faysal Bank-76630201,24420.06,UBL Omni,Deposit,0
TXN108687,2025-03-25 00:57:40,Shahid Usman,Askari Bank-95004661,Zain Khan,Meezan Bank-33480982,16138.71,JazzCash,Money Transfer,0
TXN108688,2025-04-28 22:49:17,Ahmed Saad,HBL-34375003,Imran Ayesha,Sindh Bank-98068743,55394.03,Easypaisa,Deposit,0
TXN108689,2025-03-31 11:20:40,Hina Zain,MCB-24108874,Yasir Usman,Sindh Bank-42154965,59079.28,Bank Transfer,Bill Payment,0
TXN108690,2025-05-27 04:25:50,Ali Hassan,Bank Alfalah-24688821,Khan Zara,Meezan Bank-86266532,2025.96,Easypaisa,Deposit,0
TXN108691,2025-02-15 03:06:20,Tariq Nida,Bank Alfalah-50474189,Mehdi Noman,Askari Bank-36493387,73254.03,UBL Omni,Cash Withdrawal,0
TXN108692,2025-02-27 22:58:15,Fatima Ayesha,UBL-59208175,Shahid Fatima,Meezan Bank-38641397,2072.68,UBL Omni,Deposit,0
TXN108693,2025-04-30 16:41:32,Hassan Tariq,UBL-44214201,Nida Ayesha,Faysal Bank-12895140,55207.68,Easypaisa,Deposit,0
TXN108694,2025-05-04 11:58:25,Usman Yasir,Sindh Bank-99392795,Imran Nida,Meezan Bank-40342817,54593.32,Easypaisa,Deposit,0
TXN108695,2025-07-24 03:53:30,Ayesha Saad,Meezan Bank-50724656,Saad Ayesha,MCB-62266875,83839.76,Easypaisa,Deposit,1
TXN108696,2025-05-01 13:56:49,Ayesha Saad,Sindh Bank-16435086,Saad Ayesha,HBL-15497394,96463.64,Bank Transfer,Bill Payment,0
TXN108697,2025-02-18 18:13:03,Hassan Fatima,Bank Alfalah-48274465,Ali Shahid,UBL-36650854,3689.1,UBL Omni,Deposit,0
TXN108698,2025-04-15 05:12:47,Ali Bilal,Bank Alfalah-49553336,Yasir Zain,Askari Bank-91400524,66549.76,JazzCash,Money Transfer,0
TXN108699,2025-03-31 13:18:13,Zain Ali,Faysal Bank-88236666,Ali Zara,Meezan Bank-36879845,25428.6,UBL Omni,Bill Payment,0
TXN108700,2025-07-23 16:09:00,Imran Noman,MCB-51029219,Amna Zain,HBL-86915858,65107.32,UBL Omni,Deposit,0
TXN108701,2025-07-05 10:07:20,Hassan Nida,Askari Bank-97298738,Imran Hassan,Faysal Bank-37301869,6554.12,HBL Konnect,Deposit,0
TXN108702,2025-06-28 19:30:55,Imran Zara,Sindh Bank-22521898,Ali Zain,Bank Alfalah-89310731,28767.13,UBL Omni,Cash Withdrawal,0
TXN108703,2025-07-24 18:49:17,Khan Usman,HBL-28291580,Nida Amna,HBL-86011783,60570.22,HBL Konnect,Cash Withdrawal,0
TXN108704,2025-03-23 03:54:23,Tariq Usman,UBL-17626968,Usman Tariq,Meezan Bank-40777093,80362.78,UBL Omni,Loan Repayment,0
TXN108705,2025-02-09 23:09:24,Tariq Hassan,Faysal Bank-98861069,Zara Noman,Meezan Bank-40806402,95967.83,JazzCash,Loan Repayment,0
TXN108706,2025-03-07 05:59:37,Nida Nida,Faysal Bank-38282112,Yasir Fatima,Meezan Bank-36465326,59014.48,HBL Konnect,Cash Withdrawal,0
TXN108707,2025-04-26 04:58:05,Ahmed Tariq,Faysal Bank-98027441,Nida Ali,Bank Alfalah-45807865,67629.51,Easypaisa,Cash Withdrawal,0
TXN108708,2025-04-20 07:18:43,Nida Nida,Meezan Bank-49671007,Hassan Ahmed,Bank Alfalah-80048951,46240.57,Bank Transfer,Deposit,0
TXN108709,2025-06-26 13:30:27,Nida Ali,Sindh Bank-48068115,Usman Fatima,Faysal Bank-41432773,3024.85,HBL Konnect,Money Transfer,0
TXN108710,2025-02-12 15:30:17,Imran Amna,Faysal Bank-68219203,Amna Mehdi,Faysal Bank-20045987,87837.48,Bank Transfer,Money Transfer,0
TXN108711,2025-05-29 10:18:21,Saad Hassan,Askari Bank-23778738,Ali Fatima,Sindh Bank-72037492,49325.97,UBL Omni,Loan Repayment,0
TXN108712,2025-02-09 12:18:56,Mehdi Hina,Bank Alfalah-48933593,Tariq Ahmed,MCB-70593663,15409.29,JazzCash,Cash Withdrawal,0
TXN108713,2025-04-25 13:11:22,Bilal Usman,Faysal Bank-42319151,Zara Yasir,MCB-23417222,53192.79,Bank Transfer,Loan Repayment,0
TXN108714,2025-07-15 23:53:42,Ayesha Fatima,Faysal Bank-58609690,Yasir Usman,Faysal Bank-62298960,90902.83,UBL Omni,Cash Withdrawal,0
TXN108715,2025-05-29 00:18:04,Mehdi Yasir,MCB-20681212,Bilal Zain,HBL-72675600,21051.18,Bank Transfer,Bill Payment,0
TXN108716,2025-05-17 21:51:20,Ali Mehdi,Sindh Bank-69989329,Amna Ayesha,MCB-43854966,88347.66,UBL Omni,Deposit,0
TXN108717,2025-02-28 21:53:52,Hassan Amna,Sindh Bank-47280432,Usman Fatima,UBL-38667966,78033.7,JazzCash,Bill Payment,0
TXN108718,2025-04-29 08:31:27,Mehdi Nida,Askari Bank-46144744,Amna Imran,HBL-49542144,70240.5,Easypaisa,Loan Repayment,0
TXN108719,2025-06-03 10:20:55,Yasir Fatima,Askari Bank-72083429,Ayesha Ali,Askari Bank-81397394,88265.67,UBL Omni,Cash Withdrawal,0
TXN108720,2025-06-07 22:17:13,Shahid Hina,Bank Alfalah-37301108,Yasir Hina,Faysal Bank-36439579,90140.36,Easypaisa,Bill Payment,0
TXN108721,2025-07-18 18:44:58,Ayesha Usman,Bank Alfalah-13290881,Ayesha Tariq,MCB-20186165,57620.52,UBL Omni,Cash Withdrawal,0
TXN108722,2025-04-25 11:31:21,Ali Saad,MCB-11276837,Imran Zara,Sindh Bank-50382285,24473.11,JazzCash,Cash Withdrawal,0
TXN108723,2025-02-18 14:25:20,Ali Khan,Askari Bank-66825350,Ali Imran,Askari Bank-46945266,55734.03,UBL Omni,Deposit,0
TXN108724,2025-04-05 05:00:57,Bilal Shahid,Meezan Bank-80814771,Saad Imran,UBL-96305645,99204.44,HBL Konnect,Deposit,0
TXN108725,2025-05-11 21:37:04,Saad Saad,UBL-55503323,Hina Ayesha,Meezan Bank-60412067,2068.22,Bank Transfer,Loan Repayment,0
TXN108726,2025-02-01 09:00:11,Bilal Hina,HBL-64254994,Khan Bilal,Askari Bank-95379442,58066.09,Bank Transfer,Loan Repayment,0
TXN108727,2025-07-16 08:02:12,Ahmed Nida,Askari Bank-86596134,Nida Zain,HBL-57594828,5609.68,JazzCash,Cash Withdrawal,0
TXN108728,2025-02-01 01:07:19,Fatima Bilal,Bank Alfalah-69873925,Yasir Amna,Meezan Bank-89177822,13811.48,HBL Konnect,Deposit,0
TXN108729,2025-06-12 12:05:10,Tariq Nida,UBL-34914600,Saad Imran,Faysal Bank-97925221,61608.95,HBL Konnect,Money Transfer,0
TXN108730,2025-02-13 03:01:34,Ali Noman,HBL-91006619,Imran Zain,Faysal Bank-13676950,4819.2,UBL Omni,Money Transfer,0
TXN108731,2025-04-05 04:07:56,Usman Imran,Askari Bank-54953192,Tariq Ahmed,Meezan Bank-82093564,22786.02,JazzCash,Loan Repayment,0
TXN108732,2025-05-25 21:48:37,Bilal Mehdi,Sindh Bank-88164620,Fatima Hassan,HBL-72618623,86093.43,UBL Omni,Loan Repayment,0
TXN108733,2025-02-20 04:11:22,Ayesha Ahmed,HBL-49679407,Bilal Tariq,HBL-65528165,22877.89,UBL Omni,Deposit,0
TXN108734,2025-03-06 19:31:43,Khan Fatima,Bank Alfalah-79195051,Hassan Amna,Faysal Bank-36268528,5900.6,HBL Konnect,Bill Payment,0
TXN108735,2025-04-12 07:37:47,Tariq Zain,Meezan Bank-48345930,Zain Zara,HBL-53916747,57216.24,HBL Konnect,Loan Repayment,0
TXN108736,2025-05-07 15:14:52,Imran Yasir,Bank Alfalah-99750806,Ali Shahid,Askari Bank-94658023,83154.39,HBL Konnect,Money Transfer,0
TXN108737,2025-06-14 21:38:56,Shahid Zara,Bank Alfalah-30882261,Khan Saad,MCB-62476221,22505.89,Bank Transfer,Cash Withdrawal,0
TXN108738,2025-03-07 17:07:04,Nida Khan,UBL-36305571,Bilal Shahid,Faysal Bank-30184431,86727.09,HBL Konnect,Cash Withdrawal,0
TXN108739,2025-02-06 21:25:37,Saad Shahid,Sindh Bank-26351829,Zara Zara,HBL-27011786,62269.31,JazzCash,Cash Withdrawal,0
TXN108740,2025-05-18 04:54:24,Nida Ayesha,MCB-30636671,Fatima Zara,Faysal Bank-96485088,96866.07,Bank Transfer,Bill Payment,0
TXN108741,2025-03-20 18:41:53,Usman Tariq,UBL-89499283,Tariq Hassan,MCB-77952898,74808.31,HBL Konnect,Loan Repayment,0
TXN108742,2025-06-19 14:32:52,Zain Usman,Bank Alfalah-67537343,Hina Hina,MCB-87360445,91449.75,Bank Transfer,Deposit,0
TXN108743,2025-07-02 10:12:05,Tariq Zain,UBL-32922328,Bilal Zara,Meezan Bank-21588727,91131.87,UBL Omni,Cash Withdrawal,0
TXN108744,2025-06-10 12:43:57,Hina Saad,MCB-39899017,Hassan Yasir,Meezan Bank-21018599,30453.71,Easypaisa,Deposit,0
TXN108745,2025-06-17 11:34:50,Hassan Nida,Sindh Bank-99850258,Yasir Zara,UBL-86815972,8940.38,UBL Omni,Bill Payment,0
TXN108746,2025-02-03 01:41:00,Shahid Saad,Bank Alfalah-27186218,Ali Bilal,Faysal Bank-40023845,65901.99,UBL Omni,Money Transfer,1
TXN108747,2025-07-06 16:10:35,Yasir Amna,Bank Alfalah-15069183,Zain Fatima,Sindh Bank-54239935,84061.1,Bank Transfer,Money Transfer,0
TXN108748,2025-05-19 08:22:30,Fatima Noman,Bank Alfalah-38565858,Imran Saad,Meezan Bank-11531356,23408.38,JazzCash,Deposit,0
TXN108749,2025-04-10 16:26:24,Ayesha Tariq,UBL-80374562,Yasir Usman,MCB-13247268,60794.5,HBL Konnect,Bill Payment,0
TXN108750,2025-05-27 15:04:42,Ali Khan,Askari Bank-10681285,Ali Tariq,Meezan Bank-48114347,21712.7,HBL Konnect,Deposit,0
TXN108751,2025-04-14 10:54:52,Yasir Mehdi,Askari Bank-26111863,Fatima Fatima,Bank Alfalah-38689278,49959.29,Easypaisa,Bill Payment,0
TXN108752,2025-04-01 18:44:08,Shahid Fatima,Meezan Bank-28865834,Bilal Hassan,Faysal Bank-57422839,12090.68,Bank Transfer,Deposit,0
